hts8,weighted_avg_tariff
3025450,0.00000000
3025511,0.00588744
3025550,0.00000000
3025611,0.00588744
3025650,0.00000000
3025911,0.00588744
3025950,0.00000000
3027111,0.00588744
3027150,0.00000000
3027211,0.00588744
3027250,0.00000000
3027311,0.00588744
3027350,0.00000000
3027400,0.00000000
3027911,0.00588744
3027950,0.00000000
3028100,0.00000000
3028200,0.00000000
3028300,0.00000000
3028411,0.00588744
3028450,0.00000000
3028511,0.00588744
3028550,0.00000000
3028911,0.00588744
3028950,0.00000000
3029120,0.03221419
3029140,0.00000000
3029200,0.00000000
3029900,0.00000000
3031100,0.00000000
3031200,0.00000000
3031300,0.00000000
3031400,0.00000000
3031901,0.00000000
3032300,0.00000000
3032400,0.00000000
3032501,0.00000000
3032600,0.00000000
3032901,0.00000000
3033100,0.00000000
3033200,0.00000000
3033300,0.00000000
3033400,0.00000000
3033901,0.00000000
3034100,0.00000000
3034200,0.00000000
3034300,0.00000000
3034400,0.00000000
3034501,0.00000000
3034600,0.00000000
3034902,0.00000000
3035100,0.00000000
3035300,0.00000000
3035400,0.00000000
3035500,0.00000000
3035600,0.00000000
3035700,0.00000000
3035900,0.00000000
3036300,0.00000000
3036400,0.00000000
3036500,0.00000000
3036600,0.00000000
3036700,0.00000000
3036800,0.00000000
3036900,0.00000000
3038100,0.00000000
3038200,0.00000000
3038300,0.00000000
3038400,0.00000000
3038900,0.00000000
3039120,0.03221419
3039140,0.00000000
3039200,0.00000000
3039900,0.00000000
3043100,0.00000000
3043200,0.00000000
3043300,0.00000000
3043900,0.00000000
3044100,0.00000000
3044200,0.00000000
3044300,0.00000000
3044400,0.00000000
3044500,0.00000000
3044600,0.00000000
3044700,0.00000000
3044800,0.00000000
3044901,0.00000000
3045101,0.00000000
3045200,0.00000000
3045300,0.00000000
3045400,0.00000000
3045500,0.00000000
3045600,0.00000000
3045700,0.00000000
3045900,0.00000000
3046100,0.00000000
3046200,0.00000000
3046300,0.00000000
3046900,0.00000000
3047110,0.00000000
3047150,0.00000000
3047210,0.00000000
3047250,0.00000000
3047310,0.00000000
3047350,0.00000000
3047410,0.00000000
3047450,0.00000000
3047510,0.00000000
3047550,0.00000000
3047910,0.00000000
3047950,0.00000000
3048110,0.00000000
3048150,0.00000000
3048210,0.00000000
3048250,0.00000000
3048310,0.00000000
3048350,0.00000000
3048400,0.00000000
3048500,0.00000000
3048600,0.00000000
3048700,0.00000000
3048800,0.00000000
3048910,0.00000000
3048950,0.00000000
3049110,0.00000000
3049190,0.01177455
3049210,0.00000000
3049290,0.01177455
3049310,0.00000000
3049390,0.01177455
3049410,0.00000000
3049490,0.01288584
3049510,0.00000000
3049590,0.01288584
3049600,0.01288584
3049700,0.01288584
3049911,0.00000000
3049991,0.01288584
3052020,0.01373699
3052040,0.00000000
3053101,0.00000000
3053200,0.00000000
3053920,0.01314854
3053940,0.01643559
3053961,0.00000000
3054100,0.01643559
3054200,0.00000000
3054300,0.00000000
3054401,0.00000000
3054920,0.00000032
3054940,0.00000000
3055100,0.00000000
3055200,0.00000000
3055300,0.00000000
3055400,0.00000000
3055900,0.00000000
3056120,0.01314854
3056140,0.00000000
3056200,0.00000000
3056320,0.01073826
3056340,0.00000001
3056360,0.00000003
3056410,0.00000032
3056450,0.00107381
3056910,0.00000000
3056920,0.01643559
3056930,0.00000000
3056940,0.00986149
3056950,0.00000032
3056960,0.00107381
3057100,0.00000000
3057200,0.00000000
3057900,0.00000000
3061100,0.00000000
3061200,0.00000000
3061420,0.01503330
3061440,0.00000000
3061500,0.00000000
3061600,0.00000000
3061700,0.00000000
3061901,0.00000000
3063100,0.00000000
3063200,0.00000000
3063320,0.01503330
3063340,0.00000000
3063400,0.00000000
3063500,0.00000000
3063600,0.00000000
3063901,0.00000000
3069100,0.00000000
3069200,0.00000000
3069320,0.01503330
3069340,0.00000000
3069400,0.00000000
3069500,0.00000000
3069901,0.00000000
3071100,0.00000000
3071200,0.00000000
3071901,0.00000000
3072100,0.00000000
3072200,0.00000000
3072901,0.00000000
3073100,0.00000000
3073200,0.00000000
3073901,0.00000000
3074200,0.00000000
3074300,0.00000000
3074901,0.00000000
3075100,0.00000000
3075200,0.00000000
3075901,0.00000000
3076000,0.01073819
3077100,0.00000000
3077200,0.00000000
3077901,0.00000000
3078100,0.00000000
3078200,0.00000000
3078300,0.00000000
3078400,0.00000000
3078700,0.00000000
3078800,0.00000000
3079103,0.00000000
3079201,0.00000000
3079903,0.00000000
3081100,0.00000000
3081200,0.00000000
3081901,0.00000000
3082100,0.00000000
3082200,0.00000000
3082901,0.00000000
3083000,0.00000000
3089001,0.00000000
3091005,0.00000000
3091090,0.01288584
3099010,0.00000000
3099020,0.00000000
3099030,0.00000000
3099040,0.00000000
3099050,0.00000000
3099060,0.00000000
3099090,0.00000000
4011000,0.00000000
4012020,0.00000000
4012040,0.00000000
4014002,0.00000000
4014005,0.00000000
4014025,0.00000000
4015002,0.00000000
4015005,0.00000000
4015025,0.00000000
4015042,0.00000000
4015050,0.00000000
4015075,0.00000000
4021005,0.00000000
4021010,0.00000000
4021050,0.00000000
4022102,0.00000000
4022105,0.00000000
4022125,0.00000000
4022127,0.00000000
4022130,0.00000000
4022150,0.00000000
4022173,0.00000000
4022175,0.00000000
4022190,0.00000000
4022905,0.05588037
4022910,0.08163683
4022950,0.06714985
4029103,0.00000000
4029106,0.00000000
4029110,0.00000000
4029130,0.00000000
4029170,0.00000000
4029190,0.00000000
4029903,0.00000000
4029906,0.00000000
4029910,0.00000000
4029930,0.00000000
4029945,0.00000000
4029955,0.00000000
4029968,0.05588037
4029970,0.08163683
4029990,0.06714985
4032005,0.06574134
4032010,0.09604305
4032050,0.08160634
4032090,0.05588017
4039002,0.00000000
4039004,0.00000000
4039016,0.00000000
4039020,0.00000000
4039037,0.00000000
4039041,0.00000000
4039045,0.00000000
4039047,0.00000000
4039051,0.00000000
4039055,0.00000000
4039057,0.00000000
4039061,0.00000000
4039065,0.00000000
4039072,0.00000000
4039074,0.00000000
4039078,0.00000000
4039085,0.05588017
4039087,0.06574134
4039090,0.09604305
4039095,0.08160634
4041005,0.01569923
4041008,0.04273196
4041011,0.06242808
4041015,0.03835453
4041020,0.00000000
4041048,0.00000000
4041050,0.00000000
4041090,0.00000000
4049010,0.00000000
4049028,0.04601908
4049030,0.06723028
4049050,0.03835453
4049070,0.02629669
4051005,0.00000000
4051010,0.00000000
4051020,0.00000000
4052010,0.00000000
4052020,0.00000000
4052030,0.00000000
4052040,0.00000000
4052050,0.03287080
4052060,0.04802166
4052070,0.03835453
4052080,0.01177449
4059005,0.03287080
4059010,0.04850495
4059020,0.03835453
4061002,0.01962417
4061004,0.01962417
4061008,0.00000000
4061012,0.03287099
4061014,0.04850515
4061018,0.00000000
4061024,0.04802185
4061028,0.00000000
4061034,0.04802185
4061038,0.00000000
4061044,0.04850515
4061048,0.00000000
4061054,0.04850515
4061058,0.00000000
4061064,0.04850515
4061068,0.00000000
4061074,0.04850515
4061078,0.00000000
4061084,0.04802185
4061088,0.00000000
4061095,0.02629688
4062010,0.02629688
4062015,0.11303978
4062022,0.06574153
4062024,0.09700984
4062028,0.00000000
4062029,0.05259332
4062031,0.07683469
4062033,0.00000000
4062034,0.06574153
4062036,0.09604325
4062039,0.00000000
4062043,0.04930626
4062044,0.07275749
4062048,0.00000000
4062049,0.04930626
4062051,0.03016097
4062053,0.00000000
4062054,0.02958394
4062055,0.02958394
4062056,0.03287099
4062057,0.02629688
4062061,0.04850515
4062063,0.00000000
4062065,0.04802185
4062067,0.00000000
4062069,0.04802185
4062071,0.00000000
4062073,0.04850515
4062075,0.00000000
4062077,0.04850515
4062079,0.00000000
4062081,0.04850515
4062083,0.00000000
4062085,0.04850515
4062087,0.00000000
4062089,0.04802185
4062091,0.00000000
4062095,0.02629688
4063005,0.11303978
4063012,0.06574153
4063014,0.09700984
4063018,0.00000000
4063022,0.05259332
4063024,0.07683469
4063028,0.00000000
4063032,0.06574153
4063034,0.09604325
4063038,0.00000000
4063042,0.04930626
4063044,0.07275749
4063048,0.00000000
4063049,0.01972278
4063051,0.02910327
4063053,0.00000000
4063055,0.02958394
4063056,0.03287099
4063057,0.02629688
4063061,0.04850515
4063063,0.00000000
4063065,0.04802185
4063067,0.00000000
4063069,0.04802185
4063071,0.00000000
4063073,0.04850515
4063075,0.00000000
4063077,0.04850515
4063079,0.00000000
4063081,0.04850515
4063083,0.00000000
4063085,0.04850515
4063087,0.00000000
4063089,0.04802185
4063091,0.00000000
4063095,0.02629688
4064020,0.00657456
4064040,0.01314867
4064044,0.07979292
4064048,0.11303978
4064051,0.04930626
4064052,0.06574153
4064054,0.07275749
4064058,0.09700984
4064070,0.00000000
4069005,0.02300983
4069006,0.03944510
4069008,0.05762613
4069012,0.00000000
4069014,0.07203255
4069016,0.07275749
4069018,0.00000000
4069020,0.01314867
4069025,0.02629688
4069028,0.08217680
4069031,0.12126219
4069032,0.00000000
4069033,0.06902858
4069034,0.06245448
4069036,0.09215937
4069037,0.00000000
4069038,0.03944510
4069039,0.04930626
4069041,0.03016097
4069042,0.00000000
4069043,0.02958394
4069044,0.01972278
4069046,0.02881329
4069048,0.00000000
4069049,0.01643572
4069051,0.06574153
4069052,0.09604325
4069054,0.00000000
4069056,0.00000045
4069057,0.00000045
4069059,0.02958394
4069061,0.02300983
4069063,0.03287099
4069066,0.03395374
4069068,0.00000000
4069072,0.04850515
4069074,0.00000000
4069076,0.04802185
4069078,0.00000000
4069082,0.04802185
4069084,0.00000000
4069086,0.04850515
4069088,0.00000000
4069090,0.04850515
4069092,0.00000000
4069093,0.04850515
4069094,0.00000000
4069095,0.04802185
4069097,0.00000000
4069099,0.02629688
4071100,0.00000000
4071900,0.00000000
4072100,0.00000000
4072900,0.00000000
4079000,0.00000000
4081100,0.00000000
4081900,0.00000000
4089100,0.00000000
4089900,0.00000000
4090000,0.00000000
4101000,0.00196250
4109000,0.00196250
5010000,0.00196263
5021000,0.00000000
5029000,0.00000000
5040000,0.00000000
5051000,0.00000026
5059020,0.00392500
5059060,0.00000026
5061000,0.00000000
5069000,0.00000000
5071000,0.00000000
5079000,0.00000000
5080000,0.00000000
5100020,0.00981212
5100040,0.00000000
5111000,0.00000013
5119100,0.00000000
5119920,0.00000000
5119930,0.00000013
5119933,0.00000000
5119936,0.00986136
5119940,0.00196250
6011015,0.00000000
6011030,0.00000000
6011045,0.00000000
6011060,0.00000000
6011075,0.00000000
6011085,0.00000000
6011090,0.00644315
6012010,0.00000000
6012090,0.00214798
6021000,0.00859067
6022000,0.00000032
6023000,0.00196270
6024000,0.00000000
6029020,0.00000032
6029030,0.00214798
6029040,0.00644315
6029050,0.00000000
6029060,0.00214791
6029090,0.00859067
6031100,0.01177475
6031230,0.00588763
6031270,0.01177475
6031300,0.01177475
6031400,0.01177475
6031500,0.01177475
6031901,0.01288604
6039000,0.00859087
6042000,0.00000000
6049010,0.00000000
6049030,0.00000000
6049060,0.01503375
7011000,0.00000000
7019010,0.00000000
7019050,0.00000000
7020020,0.00000000
7020040,0.00000000
7020060,0.00000000
7031020,0.00000000
7031030,0.00000000
7031040,0.00000000
7032000,0.00000000
7039000,0.06574172
7041020,0.00392539
7041040,0.01962436
7041060,0.02747365
7042000,0.02354910
7049020,0.00000000
7049040,0.06574172
7051120,0.00000000
7051140,0.00000000
7051920,0.00000000
7051940,0.00000000
7052100,0.00000000
7052900,0.00000000
7061005,0.04601921
7061010,0.00000000
7061020,0.00000000
7061040,0.00000000
7069020,0.00392539
7069030,0.00196253
7069040,0.03287119
7070020,0.00000000
7070040,0.00000000
7070050,0.00000000
7070060,0.00000000
7081020,0.00000000
7081040,0.00000000
7082010,0.00000000
7082020,0.00000000
7082090,0.00000000
7089005,0.00000000
7089015,0.00000000
7089025,0.00000000
7089030,0.00000000
7089040,0.00000000
7092010,0.00981251
7092090,0.06902878
7093020,0.00000000
7093040,0.00000000
7094020,0.04699737
7094040,0.00000000
7094060,0.00000000
7095101,0.06574166
7095205,0.06574166
7095300,0.06574166
7095400,0.06574166
7095500,0.06574166
7095600,0.00000000
7095911,0.00000000
7095991,0.06574166
7096020,0.00000000
7096040,0.00000000
7097000,0.06574172
7099100,0.02158673
7099200,0.00000000
7099310,0.02158673
7099320,0.00000000
7099330,0.06574172
7099905,0.02158673
7099910,0.00981251
7099914,0.03924807
7099930,0.02629669
7099945,0.07049603
7099990,0.06574172
7101000,0.02747365
7102120,0.00000000
7102140,0.00000000
7102210,0.00000000
7102215,0.00000000
7102220,0.00000000
7102225,0.00000000
7102237,0.00000000
7102240,0.02158654
7102905,0.00000000
7102915,0.00000000
7102925,0.00000000
7102930,0.00000000
7102940,0.00000000
7103000,0.02747365
7104000,0.04601921
7108015,0.00000045
7108020,0.02629701
7108040,0.00000000
7108045,0.00000000
7108050,0.00000000
7108060,0.02629708
7108065,0.02577169
7108070,0.02362410
7108085,0.04601921
7108093,0.03006667
7108097,0.04601921
7109011,0.01373705
7109091,0.02747365
7112018,0.00000000
7112028,0.00000000
7112038,0.00000000
7112040,0.00000000
7114000,0.01373705
7115100,0.02629701
7115910,0.02629701
7115990,0.01503356
7119020,0.00000000
7119030,0.01569923
7119050,0.00981231
7119065,0.01373705
7122020,0.09735122
7122040,0.07049583
7123110,0.00196296
7123120,0.00657469
7123200,0.01569942
7123300,0.01569942
7123410,0.00196296
7123420,0.00657469
7123911,0.00196296
7123921,0.00657469
7123940,0.00000000
7129010,0.00214804
7129015,0.00000000
7129020,0.00000000
7129030,0.00000000
7129040,0.09735122
7129060,0.00000000
7129065,0.00644302
7129070,0.00214791
7129074,0.01718115
7129078,0.02629688
7129085,0.01718115
7131010,0.00000000
7131020,0.00000000
7131040,0.00000000
7132010,0.00000000
7132020,0.00000000
7133110,0.00000000
7133120,0.00000000
7133140,0.00000000
7133210,0.00000000
7133220,0.00000000
7133310,0.00000000
7133320,0.00000000
7133340,0.00000000
7133410,0.00000000
7133420,0.00000000
7133440,0.00000000
7133500,0.00000000
7133911,0.00000000
7133921,0.00000000
7133941,0.00000000
7134010,0.00000000
7134020,0.00000000
7135010,0.00000000
7135020,0.00000000
7136010,0.00000000
7136060,0.00000000
7136080,0.00000000
7139011,0.00000000
7139050,0.00000000
7139061,0.00000000
7139081,0.00000000
7141010,0.01373705
7141020,0.02158673
7142010,0.01177468
7142020,0.00785013
7143010,0.01177488
7143020,0.01177468
7143050,0.00000000
7143060,0.01604500
7144010,0.00398359
7144020,0.01177468
7144050,0.00000000
7144060,0.01569942
7145010,0.05259351
7145020,0.01177468
7145050,0.00000000
7145060,0.01593223
7149005,0.06574172
7149039,0.05259351
7149041,0.01373705
7149042,0.04601921
7149044,0.00000045
7149046,0.01177468
7149048,0.01569942
7149051,0.00000000
7149061,0.01569942
8011100,0.00000000
8011200,0.00000000
8011901,0.00000000
8012100,0.00000000
8012200,0.00000000
8013100,0.00000000
8013200,0.00000000
8021100,0.00000000
8021200,0.00000000
8022100,0.00000000
8022200,0.00000000
8023100,0.00000000
8023200,0.00000000
8024100,0.00000000
8024200,0.00000000
8025100,0.00000000
8025200,0.00000000
8026100,0.00000000
8026200,0.00000000
8027010,0.00000000
8027020,0.00000000
8028010,0.00000000
8028020,0.00000000
8029110,0.00000000
8029190,0.00000000
8029210,0.00000000
8029290,0.00000000
8029910,0.00000000
8029915,0.00000000
8029982,0.00000000
8029998,0.00000000
8031010,0.00000000
8031020,0.00196283
8039000,0.00000000
8041020,0.00000000
8041040,0.00000000
8041060,0.00000000
8041080,0.09532501
8042040,0.00000000
8042060,0.00000000
8042080,0.00000000
8043020,0.00000000
8043040,0.00000000
8043060,0.00000000
8044000,0.00000000
8045040,0.00000000
8045060,0.00000000
8045080,0.00000000
8051000,0.00000000
8052100,0.00000000
8052200,0.00000000
8052900,0.00000000
8054040,0.00000000
8054060,0.00000000
8054080,0.00000000
8055020,0.00000000
8055030,0.00157035
8055040,0.00000000
8059001,0.00157035
8061020,0.00000000
8061040,0.00000000
8061060,0.00000000
8062010,0.00000000
8062020,0.00000000
8062090,0.00000000
8071130,0.01766180
8071140,0.05588037
8071910,0.03944510
8071920,0.05690922
8071950,0.00196283
8071960,0.01177468
8071970,0.00981231
8071980,0.09203796
8072000,0.00981231
8081000,0.00000000
8083020,0.00000000
8083040,0.00000000
8084020,0.00000000
8084040,0.00000000
8091000,0.00000000
8092100,0.00000000
8092900,0.00000000
8093020,0.00000000
8093040,0.00000000
8094020,0.00000000
8094040,0.00000000
8101020,0.00000000
8101040,0.00000000
8102010,0.00000000
8102090,0.00000000
8103000,0.00000000
8104000,0.00000000
8105000,0.00000000
8106000,0.00429563
8107000,0.00392520
8109027,0.00000000
8109046,0.00392520
8111000,0.02362391
8112020,0.00859080
8112040,0.01932873
8119010,0.00644321
8119020,0.00000045
8119022,0.03615805
8119025,0.00644321
8119030,0.00000000
8119035,0.00000045
8119040,0.03615805
8119050,0.00000000
8119052,0.02147632
8119055,0.02362391
8119080,0.04601921
8121000,0.00000000
8129010,0.03615805
8129020,0.00000000
8129030,0.00000000
8129040,0.00000000
8129050,0.00000000
8129090,0.00000000
8131000,0.00000000
8132010,0.00000000
8132020,0.04601921
8133000,0.00000000
8134010,0.00214804
8134015,0.00000000
8134020,0.00000000
8134030,0.00000000
8134040,0.00000000
8134080,0.01288597
8134090,0.00657456
8135000,0.04601921
8140010,0.00000000
8140040,0.00000000
8140080,0.00000000
9011100,0.00000000
9011200,0.00000000
9012100,0.00000000
9012200,0.00000000
9019010,0.00000013
9019020,0.00000000
9021010,0.01288578
9021090,0.00000000
9022010,0.01288578
9022090,0.00000000
9023000,0.00000000
9024000,0.00000000
9030000,0.00000013
9041100,0.00000000
9041200,0.00000000
9042120,0.00000000
9042140,0.00000000
9042160,0.00000000
9042180,0.00000000
9042220,0.00000000
9042240,0.00000000
9042273,0.00000000
9042276,0.00000000
9042280,0.00000000
9051000,0.00000000
9052000,0.00000000
9061100,0.00000000
9061900,0.00000000
9062000,0.00000000
9071000,0.00000000
9072000,0.00000000
9081100,0.00000000
9081200,0.00000000
9082100,0.00000000
9082220,0.00000000
9082240,0.00000000
9083100,0.00000000
9083200,0.00000000
9092100,0.00000000
9092200,0.00000000
9093100,0.00000000
9093200,0.00000000
9096100,0.00000000
9096200,0.00000000
9101100,0.00000000
9101200,0.00000000
9102000,0.00000000
9103000,0.00000000
9109100,0.00196270
9109905,0.00000000
9109906,0.00859067
9109907,0.00986149
9109910,0.00000000
9109920,0.00000000
9109940,0.00644308
9109950,0.00000032
9109960,0.00214791
10011100,0.00000000
10011900,0.00000000
10019100,0.00657424
10019900,0.00000000
10021000,0.00000000
10029000,0.00000000
10031000,0.00000000
10039020,0.00000000
10039040,0.00000000
10041000,0.00000000
10049000,0.00000000
10051000,0.00000000
10059020,0.00000000
10059040,0.00000000
10061000,0.00000000
10062020,0.00000000
10062040,0.00000000
10063010,0.03768228
10063090,0.00000000
10064000,0.00000000
10071000,0.00000000
10079000,0.00000000
10081000,0.00000000
10082100,0.00000000
10082900,0.00000000
10083000,0.00000000
10084000,0.00328718
10085000,0.00328718
10086000,0.00328718
10089001,0.00328718
11010000,0.00000000
11022000,0.00000000
11029020,0.00000000
11029025,0.00000000
11029027,0.00000000
11029030,0.02577130
11029060,0.01766160
11031100,0.00000000
11031300,0.00000000
11031912,0.00000000
11031914,0.00000000
11031990,0.02958374
11032000,0.00000013
11041200,0.00000000
11041910,0.00000000
11041990,0.00000000
11042200,0.00098133
11042300,0.00000000
11042910,0.00328727
11042990,0.00392500
11043000,0.00784974
11051000,0.00000000
11052000,0.00000000
11061000,0.01718115
11062010,0.01569942
11062090,0.00000000
11063020,0.00398320
11063040,0.01766160
11071000,0.00000000
11072000,0.00000000
11081100,0.00000000
11081200,0.00000000
11081300,0.00000000
11081400,0.00000000
11081900,0.00000000
11082000,0.00392539
11090010,0.00196263
11090090,0.01177449
12011000,0.00000000
12019000,0.00000000
12023005,0.00000000
12023040,0.00000000
12023080,0.61883814
12024105,0.00000000
12024140,0.00000000
12024180,0.76998673
12024210,0.00000000
12024215,0.00000000
12024220,0.61883814
12024250,0.00000000
12024260,0.00000000
12024290,0.61883814
12030000,0.00000000
12040000,0.00000000
12051000,0.00000000
12059000,0.00000000
12060000,0.00000000
12071000,0.00000000
12072100,0.00000000
12072900,0.00000000
12073000,0.00000000
12074000,0.00000000
12075000,0.00000000
12076000,0.00000000
12077000,0.00000000
12079100,0.00000000
12079903,0.00000000
12081000,0.00328731
12089000,0.00328731
12091000,0.00000000
12092100,0.00000000
12092220,0.00000000
12092240,0.00000000
12092300,0.00000000
12092400,0.00000000
12092500,0.00000000
12092910,0.00000000
12092991,0.00000010
12093000,0.00000000
12099110,0.00000000
12099120,0.00000000
12099140,0.00000000
12099150,0.00000000
12099160,0.00000000
12099180,0.00000000
12099920,0.00000000
12099941,0.00000000
12101000,0.00000000
12102000,0.00000000
12112010,0.00000000
12112015,0.01177468
12113000,0.00000000
12114000,0.00000000
12115000,0.00000000
12116000,0.00000000
12119020,0.00000000
12119040,0.00784981
12119060,0.00000000
12119089,0.00000000
12119093,0.01177468
12122100,0.00000000
12122900,0.00000000
12129100,0.00000000
12129200,0.00000000
12129300,0.00000000
12129400,0.00000000
12129920,0.00000000
12129930,0.00000000
12129992,0.00000000
12130000,0.00000000
12141000,0.00328731
12149000,0.00000000
13012000,0.00000000
13019040,0.00196244
13019091,0.00000000
13021100,0.00000000
13021200,0.00588737
13021300,0.00000000
13021401,0.00196250
13021921,0.00000000
13021941,0.00196250
13021991,0.00000000
13022000,0.00000032
13023100,0.00000032
13023200,0.00000000
13023900,0.00986142
14011000,0.00000000
14012020,0.00000000
14012040,0.00392500
14019020,0.01314867
14019040,0.00588737
14042000,0.00000000
14049010,0.00000000
14049020,0.00000000
14049030,0.00000000
14049040,0.00429543
14049090,0.00000000
15011000,0.00000000
15012000,0.00000000
15019000,0.00000000
15021000,0.00000000
15029000,0.00000000
15030000,0.00000000
15041020,0.00000000
15041040,0.00657424
15042020,0.00000000
15042040,0.00000000
15042060,0.00981212
15043000,0.00981212
15050010,0.00000000
15050090,0.00392509
15060000,0.00392500
15071000,0.06245461
15079020,0.00000013
15079040,0.06245461
15081000,0.00000000
15089000,0.00000000
15092020,0.00000000
15092090,0.00000000
15093020,0.00000000
15093090,0.00000000
15094020,0.00000000
15094090,0.00000000
15099020,0.00000000
15099040,0.00000000
15101010,0.00000000
15101090,0.00000000
15109010,0.00000000
15109020,0.00000000
15109090,0.00000000
15111000,0.00000000
15119000,0.00000000
15121100,0.00986142
15121900,0.00986142
15122100,0.00000000
15122900,0.00000000
15131100,0.00000000
15131900,0.00000000
15132100,0.00000000
15132900,0.00000000
15141100,0.01972261
15141900,0.01972261
15149110,0.00000000
15149190,0.01972261
15149910,0.00000000
15149950,0.00000000
15149990,0.01972261
15151100,0.00000000
15151900,0.00000000
15152100,0.00986142
15152900,0.00986142
15153000,0.00000000
15155000,0.00000000
15156005,0.00644302
15159021,0.00000000
15159060,0.00429543
15159081,0.00644302
15161000,0.00000000
15162010,0.02300953
15162091,0.00000000
15163000,0.00000000
15171000,0.00000000
15179010,0.03532327
15179020,0.01569929
15179045,0.00000000
15179050,0.00000000
15179060,0.00000000
15179090,0.00000000
15180020,0.00000000
15180040,0.01569929
15200000,0.00000000
15211000,0.00000000
15219020,0.00784987
15219040,0.00000000
15220000,0.00986155
16010020,0.00000000
16010040,0.00588750
16010060,0.00588737
16021010,0.00328744
16021050,0.01177449
16022020,0.00000000
16022040,0.00588737
16023100,0.01177449
16023200,0.01177449
16023900,0.01177449
16024110,0.01177449
16024120,0.00000000
16024190,0.00000000
16024220,0.00000000
16024240,0.00000000
16024910,0.00588737
16024920,0.00000000
16024940,0.00000000
16024960,0.00588737
16024990,0.01177449
16025005,0.00392500
16025007,0.00000039
16025008,0.00784987
16025021,0.00196276
16025060,0.00328731
16025090,0.00392500
16029010,0.00392500
16029091,0.01177449
16030010,0.02629688
16030090,0.00000017
16041120,0.01972271
